date,id,news_heading_eng,news_heading_swa,news_type
2021-03-23,tl1763,a family perishes crying for magufuli,familia yaangamia ikimlilia magufuli,Local News
2021-09-10,tl829,parliamentary aspirant in embakasi east francis mureithi wambungu ordered to appear in court to answer charge of sh220 million dod fraud,mgombea ubunge katika eneo la embakasi mashariki francis mureithi wambungu aagizwa kufika mahakamani kujibu mashtaka ya ulaghai wa sh220 milioni za dod,Local News
2020-05-01,bbc245,corona virus : 4 corona patients died while 15 got infected in kenya,virusi vya corona : wagonjwa 4 wa corona wamefariki huku 15 wakiambukizwa nchini kenya,Local News
2021-12-16,tl1144,construction along the ngong river directs water to the move forward school,ujenzi kando ya mto ngong waelekeza maji kwenye shule ya kusonga mbele,Local News
2021-02-10,tl1526,mvurya 's legacy brings more heat,urithi wa mvurya waleta joto zaidi,Local News
2021-09-27,tl937,the water project was interrupted by scammers on mukuru street and caused a water shortage,mradi wa maji ulikatizwa na matapeli katika mtaa wa mukuru na kusababisha uhaba wa maji,Local News
2020-04-07,bbc210,ndingi mwana a'nzeki : the bishop who admitted to lying was immediately buried in kenya,ndingi mwana a'nzeki : askofu aliyekiri kusema uongo alizikwa mara moja nchini kenya,Local News
2019-12-07,bbc108,likoni feri : the body of a man and his car that went into the sea were recovered in mombasa kenya,kivuko cha likoni : mwili wa mwanamume na gari lake ulioingia baharini umepatikana mombasa kenya,Local News
2021-05-24,tl1447,a mystery about the murder of businessman bashir,siri kuhusu mauaji ya mfanyabiashara bashir,Local News
2022-07-25,tl149,kafyu baringo west pokot and elgeyo marakwet will not be suspended - the government holds,kafyu baringo pokot magharibi na elgeyo marakwet hawatasimamishwa kazi - serikali yashikilia,Local News
2021-05-27,tl1459,the court beats uhuru kiboko again saying he ignored the constitution,mahakama yampiga uhuru kiboko tena ikisema alipuuza katiba,Local News
2021-06-23,tl349,president launches safari rally strong protection,rais azindua safari rally ulinzi mkali,Local News
2022-07-07,tl134,fox news channel contributor claims pregnant women do n't vote in kenya,mchangiaji wa kituo cha habari cha fox news adai wanawake wajawazito hawapigi kura kenya,Local News
2022-07-09,bbc510,ukraine reports being hit by long-range missile attacks in the south and east,ukraine inaripoti kupigwa na mashambulizi ya makombora ya masafa marefu kusini na mashariki,International news
2020-11-19,bbc416,the process and vote on bbi puts deputy president ruto at a crossroads,mchakato na upigaji kura kuhusu bbi unamweka naibu rais ruto katika njia panda,Local News
2020-02-20,bbc164,a road safety policeman was left speechless after a thief robbed him of bribe money in kenya,polisi wa usalama barabarani alibakia hoi baada ya mwizi kumpora pesa za hongo nchini kenya,Local News
2021-04-14,tl1248,oil price will not change - govt,bei ya mafuta haitabadilika - govt,Local News
2021-03-11,bbc469,president kagame and his wife get corona vaccine,rais kagame na mkewe wapata chanjo ya corona,Local News
2021-03-22,tl1761,uhuru urges tanzanians to support their president samia suluhu hassan,uhuru awataka watanzania kumuunga mkono rais wao samia suluhu hassan,Local News
2021-12-01,tl1114,a woman suspected of being a terrorist .,mwanamke anayeshukiwa kuwa gaidi .,Local News
2021-07-11,tl476,police station closed due to corona,kituo cha polisi chafungwa kutokana na corona,Local News
2021-09-15,tl862,a man was hit by a steamer while removing metal sheets in south b,mwanamume mmoja alipigwa na stima wakati akiondoa karatasi za chuma kusini b,Local News
2020-08-31,bbc361,precision air : kenya allows an airline company from tanzania despite the crisis,precision air : kenya inaruhusu kampuni ya ndege kutoka tanzania licha ya mgogoro,International news
2021-09-11,tl841,free kamket for bondi banned from stepping on guu baringo,kamket huru kwa bondi imepigwa marufuku kuingia guu baringo,Local News
2021-02-25,tl1612,24 percent of kenyans are at risk of starvation,asilimia 24 ya wakenya wako katika hatari ya kufa njaa,Local News
2021-03-19,tl1745,magufuli did n't have time to pamper kenyans,magufuli hakuwa na muda wa kuwapiga wakenya,Local News
2021-11-22,bbc589,kate mitchell : police are investigating the death of a bbc staffer in nairobi,kate mitchell : polisi wanachunguza kifo cha mfanyakazi wa bbc mjini nairobi,Local News
2021-07-11,tl475,shame on important ministries dragging their tails in performance reports .,aibu kwa wizara muhimu kuburuta mikia yao katika ripoti za utendaji .,Local News
2021-10-14,tl1033,bud appiah begins to see the fruits of acting,bud appiah aanza kuona matunda ya uigizaji,Entertainment news
2020-12-08,bbc429,how will the icc and bbi cases affect deputy president ruto politically ?,je kesi za icc na bbi zitamuathiri vipi naibu rais ruto kisiasa ?,Local News
2022-01-06,bbc604,job ndugai : mixed opinions are expressed about his resignation as speaker,job ndugai : maoni mseto yatolewa kuhusu kujiuzulu kwake uspika,Local News
2021-10-18,tl1038,irene aims to reach sho madjozi musically,irene alenga kumfikia sho madjozi kimuziki,Entertainment news
2021-03-21,tl1754,fida-k complains about the increase in killings of women in kenya,fida-k alalamikia ongezeko la mauaji ya wanawake kenya,Local News
2021-05-21,tl1439,uhuru and raila travel by train to kisumu city,uhuru na raila wasafiri kwa treni hadi jiji la kisumu,Local News
2021-08-03,tl627,itumbi now weeps in court after claiming there was a plot to kill ruto,itumbi sasa analia mahakamani baada ya kudai kulikuwa na njama ya kumuua ruto,Local News
2021-07-18,tl510,polio : parents urged to send their children for vaccination,polio : wazazi wahimizwa kuwapeleka watoto wao kwa ajili ya chanjo,Health news
2021-06-23,tl365,handishek is the fruit of bad leadership - mutua,handishek ni matunda ya uongozi mbaya - mutua,Local News
2021-08-14,tl683,he was sentenced to two years in prison for being found in handcuffs,alihukumiwa kifungo cha miaka miwili jela kwa kukutwa amefungwa pingu,Local News
2021-07-03,tl430,bbi : karua claims freedom he usurped citizen 's power,bbi : karua adai uhuru alitumia nguvu za raia,Local News
2020-10-20,bbc399,trump has planned to remove sudan from the list of countries sponsoring terrorism,trump amepanga kuiondoa sudan katika orodha ya nchi zinazofadhili ugaidi,International news
2021-10-05,tl997,leaders mourn lawyer evans monari,viongozi waomboleza wakili evans monari,Local News
2021-05-14,tl1395,i do n't hate men i consider justice when i make a decision - koome,siwachukii wanaume nachukulia haki ninapofanya uamuzi - koome,Entertainment news
2021-02-01,tl1475,residents enjoy corona to reduce alcoholism in rural areas,wakazi wafurahia corona kupunguza ulevi vijijini,Local News
2021-03-22,tl1757,akasha : agency needs 6 months for investigation,akasha : shirika lahitaji miezi 6 kwa uchunguzi,Local News
2021-07-04,tl436,kenya 's loans hit sh9tr,mikopo ya kenya yagonga sh9tr,Financial news
2021-04-14,tl1241,nyoro discusses with councilors how to revive stalled projects thika,nyoro ajadiliana na madiwani jinsi ya kufufua miradi iliyokwama thika,Local News
2019-10-14,bbc59,kenyans receive the bodies of their relatives who died in the ethiopian airlines crash,wakenya wapokea miili ya jamaa zao waliofariki katika ajali ya ethiopian airlines,Local News
2021-06-23,tl361,cecafa u23 draw to be done via zoom on friday,droo ya cecafa u23 kufanyika kupitia zoom ijumaa,Sports news
2021-09-23,tl915,wife deceived her husband that she was kidnapped,mke alimdanganya mumewe kuwa alitekwa nyara,Local News
2021-04-13,tl1239,knec start revising kcse this week,knec kuanza kurekebisha kcse wiki hii,Local News
2020-09-16,bbc370,tanzania lifts the ban against kenyan flights,tanzania yaondoa marufuku dhidi ya safari za ndege za kenya,International news
2021-07-20,tl536,15 families are sleeping outside after their houses were demolished at night,familia 15 zinalala nje baada ya nyumba zao kubomolewa usiku,Local News
2021-04-04,tl1180,christians are missing easter fun when corona locks down,wakristo wanakosa furaha ya pasaka wakati corona inafungwa,Local News
2021-05-27,tl1457,nmg sets aside a day for the use of kiswahili once a month,nmg yatenga siku kwa ajili ya matumizi ya kiswahili mara moja kwa mwezi,Local News
2022-02-23,bbc620,bbc roses : how 'farming ' healed a domestic helper who did not give up hope in life despite the challenges,bbc roses : jinsi 'kilimo ' kilimsaidia msaidizi wa nyumbani ambaye hakukata tamaa maishani licha ya changamoto,Local News
2021-04-12,tl1233,ramadhan : supkem requests the president to help muslims with food and money,ramadhan : supkem amuomba rais kuwasaidia waislamu kwa chakula na pesa,Local News
2022-04-24,tl51,441 missing kcse results cause of fraud,441 waliokosa matokeo ya kcse sababu ya udanganyifu,Local News
2021-09-03,tl798,legislation on the way to reduce dp guards to 30,sheria kuhusu njia ya kupunguza walinzi wa dp hadi 30,Local News
2021-04-17,tl1262,coach ronald koeman will be fired if barcelona does not win any title this season,kocha ronald koeman atatimuliwa iwapo barcelona haitashinda taji lolote msimu huu,Sports news
2021-06-29,tl416,tsc opens spirit to knut after sossion 's departure,tsc yafungua roho kwa knut baada ya kuondoka kwa sossion,Local News
2021-05-27,tl1456,government employees boycott car loans,wafanyakazi wa serikali wasusia mikopo ya magari,Local News
2022-07-28,tl153,tahariri : serikali iepuke kuwasaliti raia kila inapowahamisha,tahariri : serikali iepuke kuwasaliti raia kila inapowahamisha,Local News
2021-02-20,tl1585,unknown disease slaughters 2000 sheep in gilgil,ugonjwa usiojulikana wachinja kondoo 2000 gilgil,Local News
2022-06-09,bbc502,kenyan election 2022 : get to know the 4 presidential candidates in kenya,uchaguzi wa kenya 2022 : wafahamu wagombea 4 wa urais nchini kenya,Local News
2021-06-05,tl185,kdf kill two al-shabab terrorists,kdf yaua magaidi wawili wa al-shabab,Local News
2021-06-21,tl315,kq adds sh25 million to safari rally,kq yaongeza sh25 milioni kwa safari rally,Financial news
2022-02-09,bbc617,election kenya 2022 : what challenges does kenyan deputy president william ruto face in appointing his deputy president ?,uchaguzi kenya 2022 : naibu rais wa kenya william ruto anakumbana na changamoto gani katika kumteua naibu rais wake ?,Local News
2021-03-27,tl1789,5 sugu bandits killed in mombasa,majambazi 5 wa sugu wauawa mombasa,Local News
2021-03-16,tl1732,lawyers escaping sonko to 'face his situation ',mawakili wamtoroka sonko 'kukabiliana na hali yake ',Local News
2022-03-01,bbc624,russia and ukraine : a kenyan student witnessed discrimination and torture on the border between ukraine and poland,urusi na ukraine : mwanafunzi wa kenya alishuhudia ubaguzi na mateso kwenye mpaka kati ya ukraine na poland,International news
2022-02-02,tl17,history suits ruto raila 50:50,historia inamfaa ruto raila 50:50,Local News
2021-09-15,tl861,the lives of 2000 children are in danger due to the wires hanging from the school gates,maisha ya watoto 2000 yako hatarini kutokana na nyaya kuning'inia kwenye milango ya shule,Local News
2020-01-22,bbc134,public workers were panicking after the al shabaab attack,wafanyakazi wa umma walikuwa na hofu baada ya shambulio la al shabaab,Local News
2021-08-01,tl623,the commissioner orders the sellers of fake masks to be arrested,kamishna aagiza wauzaji wa barakoa bandia wakamatwe,Local News
2021-04-10,tl1223,rape to remain in prison,ubakaji kubaki gerezani,Local News
2021-07-04,tl437,tricks of governors with cases to continue to serve,ujanja wa magavana wenye kesi za kuendelea kuhudumu,Local News
2021-11-30,tl1109,kinoti must go to jail judge insists,kinoti lazima aende jela jaji asisitiza,Local News
2020-11-13,bbc410,the register of ugandan voters has been sent to the netherlands for verification,rejista ya wapiga kura wa uganda imetumwa uholanzi ili kuthibitishwa,International news
2019-09-28,bbc38,sportpesa and betin : betting companies suspend their services in kenya .,sportpesa na betin : kampuni za kamari zinasitisha huduma zao nchini kenya .,Sports news
2022-04-18,tl47,wajungle ' to run for governorship with an independent ticket independent,wajungle ' kuwania ugavana kwa tiketi ya kujitegemea independent,Local News
2020-11-28,bbc424,bbc rose : why am i talking about my son who committed suicide ?,bbc rose : kwa nini ninazungumza kuhusu mwanangu aliyejiua ?,Local News
2021-08-31,tl782,border police sift corona with sh2000 bribe,polisi mpakani wapepeta corona kwa hongo ya sh2000,Local News
2020-12-20,bbc441,health workers in kenya are warned of losing their jobs,wahudumu wa afya nchini kenya waonywa kuhusu kupoteza kazi zao,Health news
2021-03-19,tl1744,magufuli 'predicted ' his death in february,magufuli 'alitabiri ' kifo chake februari,Local News
2021-03-04,tl1651,bill to regulate digital credits prepared,muswada wa sheria ya kudhibiti mikopo ya kidijitali iliyoandaliwa,Financial news
2021-05-14,tl1400,more than 2000 children infected with hiv through breastfeeding,zaidi ya watoto 2000 walioambukizwa vvu kupitia unyonyeshaji,Local News
2022-03-15,tl35,the government exempts sports sponsors from taxes,serikali yawasamehe wadhamini wa michezo kodi,Sports news
2021-06-11,tl246,onana banned for 12 months sentence reduced by three more months,onana apigwa marufuku kwa kifungo cha miezi 12 kupunguzwa kwa miezi mitatu zaidi,Local News
2021-07-20,tl535,raila ambush on president 's visits to ukambani raises fear,raila ambush katika ziara ya rais ukambani yazua hofu,Local News
2021-10-24,tl1065,the government collaborates with fao to emerge with a special plan against plant pests,serikali yashirikiana na fao kuibuka na mpango maalum dhidi ya wadudu waharibifu wa mimea,Local News
2021-06-03,tl170,12 suspects of the violent gang first surrender,washukiwa 12 wa genge la vurugu wajisalimisha kwanza,Local News
2021-08-27,tl757,raila : the important places of vaccination are in markets schools,raila : maeneo muhimu ya chanjo yako masokoni shuleni,Local News
