date,id,news_heading_eng,news_heading_swa,News type
2021-09-22,tl907,the media should cover biotechnology agriculture news,vyombo vya habari vinapaswa kufunika habari za kilimo cha bioteknolojia,Local News
2021-10-19,tl1048,dpp wants kimwarer arror cases to be merged,dpp ataka kimwarer kesi za arror ziunganishwe,Local News
2021-03-18,tl1740,more than 70 constituencies are illegal - chebukati,zaidi ya maeneo bunge 70 ni kinyume cha sheria - chebukati,Local News
2021-09-27,tl936,less than 10 percent of farm produce exported is value added – organization studies,chini ya asilimia 10 ya mazao ya shamba yanayosafirishwa nje ni ongezeko la thamani - mafunzo ya shirika,Local News
2021-07-22,tl555,bodaboda criminals should be quickly controlled,wahalifu wa bodaboda wadhibitiwe haraka,Local News
2021-10-10,tl1024,munya defends ktda about low tea leaf bonus,munya atetea ktda kuhusu bonasi ya chini ya chai,Local News
2021-03-31,tl1816,pharmaceutical companies warn citizens against fake corona vaccines,kampuni za dawa zawaonya wananchi dhidi ya chanjo bandia za corona,Health news
2022-06-27,tl120,odm blamed about joho 's leadership kingi,odm yalaumiwa kuhusu uongozi wa joho kingi,Local News
2021-07-04,tl454,depression causes teens to go gray early - study,unyogovu husababisha vijana kwenda kijivu mapema - utafiti,Health news
2021-10-06,tl1003,ferry crossers continue to pay via mpesa,feri crossers waendelea kulipa kupitia mpesa,Local News
2021-04-26,tl1302,nyoro wamatangi accuse each other of chewing corona money,nyoro wamatangi watuhumiana kwa kutafuna pesa za corona,Local News
2021-12-29,tl1162,the police are urged to face fraudsters who worry citizens in the mtwapa and kilifi area,jeshi la polisi latakiwa kukabiliana na walaghai wanaowatia hofu raia katika eneo la mtwapa na kilifi,Local News
2021-04-22,tl1284,kcse : results released may,kcse : matokeo yaliyotolewa mei,Local News
2022-06-13,tl102,kang'ata to know his governorship fate today monday,kang'ata kujua hatima yake ya ugavana leo jumatatu,Local News
2022-04-29,tl57,residents of lamu want the remaining promises to them to be fulfilled,wakazi wa lamu wanataka ahadi zilizosalia kwao zitimizwe,Local News
2022-05-27,tl81,sonko given 21 days to respond to child abandonment case,sonko apewa siku 21 kujibu kesi ya kutelekeza watoto,Local News
2021-02-12,tl1532,joho kingi race to revive the coastal community,joho kingi mbio za kufufua jamii ya pwani,Local News
2021-04-08,tl1208,organization warns about meat,shirika laonya kuhusu nyama,Health news
2021-08-24,tl737,officer warns of child kidnapping,afisa aonya kuhusu utekaji nyara wa watoto,Local News
2021-09-27,tl941,he was found guilty of killing the owner of the ronalo hotel,alipatikana na hatia ya kumuua mmiliki wa hoteli ya ronalo,Local News
2021-03-07,tl1672,coffee growers get inspiration about new regulations,wakulima wa kahawa wapata msukumo kuhusu kanuni mpya,Local News
2021-04-26,tl1305,muturi and lusaka receive report on bbi bill,muturi na lusaka wapokea ripoti kuhusu mswada wa bbi,Local News
2021-11-01,tl1070,former news editor at nmg dies,aliyekuwa mhariri wa habari nmg afariki dunia,Local News
2021-04-08,tl1210,we will find you prof ken walibora ',tutakupata prof ken walibora ',Local News
2021-08-03,tl628,12000 mukuru families will lose their homes as the government builds new roads,familia 12000 za mukuru zitapoteza makazi yao huku serikali ikijenga barabara mpya,Local News
2021-02-28,tl1619,thirdway blames about lawsuit against bbi,lawama za tatu kuhusu kesi dhidi ya bbi,Local News
2021-02-20,tl1581,the 'happy hour ' program is brought back to reduce traffic in mombasa,mpango wa 'saa njema ' warejeshwa ili kupunguza msongamano wa magari mombasa,Local News
2021-12-04,tl1125,primrose organization rescues alcoholics in gatundu north,shirika la primrose laokoa walevi huko gatundu kaskazini,Local News
2021-11-18,tl1100,blow for 'side plan ' uhuru signs law about inheritance .,pigo kwa 'mpango wa upande ' uhuru asaini sheria kuhusu mirathi .,Local News
2021-05-31,tl1469,karua recommends special officers during elections,karua apendekeza maafisa maalum wakati wa uchaguzi,Local News
2021-08-13,tl678,chiefs farewell to colonial offices,wakuu waagana na ofisi za kikoloni,Local News
2021-08-14,tl687,the nakuru county commissioner is ordered to appear in court,kamishna wa kaunti ya nakuru aamriwa kufika kortini,Local News
2021-06-07,tl190,county union is dead,muungano wa kaunti umekufa,Local News
2021-03-27,tl1789,5 sugu bandits killed in mombasa,majambazi 5 wa sugu wauawa mombasa,Local News
2021-05-17,tl1413,stinking in nairobi while nms ikisembea,kuzama nairobi wakati nms ikisembea,Local News
2021-10-01,tl982,kenyan arrested in spain for turning into a cannibal,mkenya akamatwa uhispania kwa kugeuka kuwa mshumaa,Local News
2021-06-23,tl341,no condoms when team kenya lands in tokyo for the olympics,hakuna kondomu wakati timu ya kenya itakapotua tokyo kwa michezo ya olimpiki,Sports news
2021-07-19,tl528,odinga wanted the police department and courts to do efforts to highlight the issue of children being kidnapped and found murdered,odinga alitaka idara ya polisi na mahakama kufanya juhudi za kuangazia suala la watoto kutekwa nyara na kupatikana wameuawa,Local News
2021-05-19,tl1424,tourism : balala confronted about privatization,utalii : balala akabiliwa kuhusu ubinafsishaji,Local News
2022-01-31,tl16,coach vihiga queens says there is no bloodshed premier league,kocha vihiga queens asema hakuna umwagaji damu ligi kuu,Sports news
2021-02-15,tl1554,god is great says the director after the child theft charges were removed,mungu ni mkubwa asema mkurugenzi baada ya mashtaka ya wizi wa mtoto kuondolewa,Local News
2021-06-23,tl367,schools reject knec 's order regarding examination,shule zakataa agizo la knec kuhusu mitihani,Local News
2021-07-10,tl472,politically inciting videos deleted online,video za kuchochea kisiasa zafutwa mitandaoni,Local News
2021-05-19,tl1428,dci officers set up camp in kilifi to spy on the kingi government,maafisa wa dci waweka kambi kilifi kupeleleza serikali ya kingi,Local News
2021-10-06,tl1000,donkey 's 'corona ' exploded and caused great fear lamu,'corona ' ya punda yalipuka na kusababisha hofu kubwa lamu,Local News
2021-05-02,tl1328,dci warns girls against online scammers,dci yaonya wasichana dhidi ya matapeli mitandaoni,Local News
2021-05-04,tl1334,51 journalists were attacked while at work - report shows,waandishi wa habari 51 walishambuliwa wakiwa kazini - ripoti inaonyesha,Local News
2021-07-04,tl435,coach allegri wants juventus to re-sign midfielder paul pogba from manchester united,kocha allegri ataka juventus kumsajili tena kiungo wa kati paul pogba kutoka manchester united,Sports news
2021-07-26,tl584,police suspected of throwing an explosive in a bar,polisi washukiwa kurusha mlipuko kwenye baa,Local News
2021-09-17,tl881,life is more difficult in october,maisha ni magumu zaidi oktoba,Local News
2021-12-05,tl1128,the president makes a promise to elevate the disabled,rais atoa ahadi ya kuwainua walemavu,Local News
2021-03-15,tl1720,pressure for simeone after atletico was choked by getafe,shinikizo kwa simeone baada ya atletico kukatwa na getafe,Local News
2021-06-24,tl383,insecurity depresses investment in the country,ukosefu wa usalama unavyokwamisha uwekezaji nchini,Financial news
2021-02-17,tl1567,mps allegedly receiving oil bills should be investigated,wabunge wanaodaiwa kupokea miswada ya mafuta wachunguzwe,Local News
2021-07-15,tl493,iebc has clearly defined the environment of the polling station - chebukati,iebc imefafanua wazi mazingira ya kituo cha kupigia kura - chebukati,Local News
2021-10-09,tl1017,three senior police officers to know their fate october 28,maafisa watatu waandamizi wa polisi kujua hatima yao oktoba 28,Local News
2021-03-14,tl1714,criminals use applications to deceive thika residents,wahalifu watumia maombi kuwadanganya wakazi wa thika,Local News
2021-05-06,tl1349,safari rally to have 15 helicopters helipad created,safari rally kuwa na helikopta 15 helipad imeundwa,Local News
2021-03-08,tl1677,owners of machakos hotels and bars ask the government to eliminate coffee,wamiliki wa hoteli na baa za machakos waiomba serikali kutokomeza kahawa,Local News
2021-08-01,tl622,residents attack a priest who allegedly sexually assaulted boys,wakazi wamshambulia padri anayedaiwa kuwanyanyasa kingono wavulana,Local News
2021-08-01,tl619,the price of tea is now rising as the new regulations begin to bear fruit,bei ya chai sasa inapanda huku kanuni mpya zikianza kuzaa matunda,Local News
2021-10-23,tl1063,attorney general appeals regarding appointment of judges,mwanasheria mkuu akata rufaa kuhusu uteuzi wa majaji,Local News
2021-07-02,tl426,the government is encouraged to emphasize value addition projects for agricultural products,serikali yahimizwa kusisitiza miradi ya kuongeza thamani kwa bidhaa za kilimo,Local News
2021-04-28,tl1313,land transactions going digital,miamala ya ardhi kwenda kidijitali,Local News
2021-06-11,tl255,another blow for liberty court overturns order,pigo jingine kwa mahakama ya uhuru labatilisha amri,Local News
2021-06-26,tl405,street children should not be abused in the name of cleaning the city,watoto wa mitaani hawapaswi kunyanyaswa kwa kisingizio cha kusafisha jiji,Local News
2022-01-12,tl9,family in court to oppose the move to move them,familia mahakamani kupinga hatua ya kuwahamisha,Local News
2021-04-12,tl1236,those who put 'rice ' in the customer 's alcohol were arrested,walioweka 'mchele ' kwenye pombe ya mteja walikamatwa,Local News
2022-06-16,tl108,judge criticizes prolonged detention of suspects in cells,jaji akosoa kuzuiliwa kwa muda mrefu kwa washukiwa katika seli,Local News
2021-06-01,tl161,2000 modern houses to be built in gatanga and juja,nyumba 2000 za kisasa kujengwa gatanga na juja,Local News
2021-04-07,tl1201,a gsu officer kills his wife and then she commits herself .,afisa wa gsu anamuua mkewe na kisha anajitoa mwenyewe .,Local News
2021-03-21,tl1754,fida-k complains about the increase in killings of women in kenya,fida-k alalamikia ongezeko la mauaji ya wanawake kenya,Local News
2021-09-30,tl969,kanu nominates gedion moi to run for presidency 2022,kanu yamteua gedion moi kuwania urais 2022,Local News
2021-07-24,tl575,commissioner bans residents eating matangani,kamishna apiga marufuku wakazi kula matangani,Local News
2021-02-18,tl1573,minister on fire to rent a toilet for sh2.3m,waziri awaka moto kukodi choo kwa sh2.3m,Local News
2022-02-11,tl23,parties ready to harvest through the primary,vyama viko tayari kuvuna kupitia msingi,Local News
2021-07-02,tl427,residents of gatukuyu to get a new market .,wakazi wa gatukuyu kupata soko jipya .,Local News
2021-05-11,tl1389,coastal schools fail to shine kcse,shule za pwani zashindwa kung'ara kcse,Local News
2021-05-10,tl1373,coastal lack of water while sh70b projects are stalled,ukosefu wa maji pwani huku miradi ya sh70b ikikwama,Local News
2021-02-12,tl1534,nyachae is praised for his political bravery .,nyachae anasifiwa kwa ushujaa wake wa kisiasa .,Local News
2021-06-01,tl160,2000 modern houses to be built in gatanga and juja,nyumba 2000 za kisasa kujengwa gatanga na juja,Local News
2021-10-20,tl1056,the court was told how a woman stole from a businessman,mahakama ilielezwa jinsi mwanamke alivyoiba kutoka kwa mfanyabiashara,Local News
2021-07-18,tl510,polio : parents urged to send their children for vaccination,polio : wazazi wahimizwa kuwapeleka watoto wao kwa ajili ya chanjo,Health news
2021-05-05,tl1341,transport and transportation activities in zanoga nakuru after the five county circle 'lockdown ' is lifted,shughuli za uchukuzi na uchukuzi zanoga nakuru baada ya duara la kaunti tano 'lockdown ' kuondolewa,Local News
2021-07-12,tl477,lawmakers put more burden on taxpayers by recommending laptops to be purchased,wabunge waweka mzigo zaidi kwa walipa kodi kwa kupendekeza laptops zinunuliwe,Financial news
2021-09-02,tl789,corona : the death of a policeman causes concern,corona : kifo cha polisi chazua wasiwasi,Local News
2021-03-22,tl1756,24 doctors qualified mku,madaktari 24 waliohitimu mku,Local News
2021-04-09,tl1217,tanzia : the husband of queen elizabeth ii of england dies,tanzia : mume wa malkia elizabeth ii wa uingereza afariki dunia,International news
2021-04-07,tl1197,the accident of two buses in shume caused the deaths of no less than 14 people,ajali ya mabasi mawili eneo la shume ilisababisha vifo vya watu wasiozidi 14,Local News
2021-04-09,tl1215,vehicle inspection services to be implemented every friday in murang ' a .,huduma za ukaguzi wa magari zitekelezwe kila ijumaa katika murang ' a .,Local News
2021-03-15,tl1717,the star of 'vuta pumzi ' died of brain cancer,nyota ya 'vuta pumzi ' yafariki kutokana na saratani ya ubongo,Local News
2021-02-21,tl1588,the jomvu now want their land back .,jomvu sasa wanataka ardhi yao irudishwe .,Local News
2021-06-23,tl333,let muturi point to mt . kenya and speak with one voice,acha muturi aelekeze kwa mt . kenya na azungumze kwa sauti moja,Local News
2021-07-19,tl519,mixed results for cereals board handball kina dada the brightest men were cultivated,matokeo mchanganyiko kwa mpira wa mikono wa bodi ya nafaka kina dada wanaume wenye mwangaza zaidi walilimwa,Local News
2021-07-27,tl592,proposal for birth certificates to be used to register voters,mumias : wabunge wanataka mrasimu atoe ripoti ya mapato,Local News
2021-08-10,tl670,the government has not allowed the importation of any gmo food - munya,serikali haijaruhusu uingizaji wa chakula chochote cha gmo - munya,Local News
2021-10-17,tl1036,kdf reveals it captured kismayu by al-shabaab,kdf yafichua kuwa iliteka kismayu na al-shabaab,Local News
2021-10-20,tl1054,he was caught with a fake pistol and thrown in jail,alikamatwa na bastola bandia na kutupwa jela,Local News
2021-02-05,tl1497,raila says ruto was informed about handishek by the president,raila asema ruto alifahamishwa kuhusu handishek na rais,Local News
2021-12-12,tl1131,mixed feelings are expressed following ngilu 's statement 'ridiculous ' of ruto 's clothes,hisia mseto zaelezwa kufuatia kauli ya ngilu 'ujinga ' wa nguo za ruto,Local News
2021-06-13,tl275,eastern counties political union blow to mount kenya,muungano wa kisiasa wa kaunti za mashariki wapigwa mlima kenya,Local News
